"customerid","first_name","last_name","gender"
415,"Queenie","Wong","F"
416,"Paul","Ho","M"
417,"Patricia","Soh","F"
418,"Vincent","Lee","M"
419,"Zoe","Yeo","F"
420,"Mark","Loh","M"
421,"Vincent","Choo","M"
422,"Alice","Tan","F"
423,"Oliver","Choo","M"
424,"Lawrence","Wong","M"
425,"George","Choo","M"
426,"Christopher","Yeo","M"
427,"James","Lee","M"
428,"Zoe","Chua","F"
429,"Irene","Tan","F"
430,"Daniel","Soh","M"
431,"Michelle","Chua","F"
432,"Oliver","Wong","M"
433,"Patricia","Soh","F"
434,"William","Choo","M"
435,"Brenda","Choo","F"
436,"Patricia","Soh","F"
437,"Uma","Soh","F"
438,"Anna","Tan","F"
439,"Lena","Chan","F"
440,"Helen","Chan","F"
441,"Angela","Lim","F"
442,"Michelle","Tan","F"
443,"Uma","Lim","F"
444,"Tania","Lim","F"
445,"Mark","Lee","M"
446,"William","Loh","M"
447,"Robert","Wong","M"
448,"Vicky","Ho","F"
449,"Magdalene","Chan","F"
450,"Jean","Ng","F"
451,"Susan","Ng","F"
452,"Harry","Chua","M"
453,"Julia","Tan","F"
454,"Grace","Wong","F"
455,"Gary","Chua","M"
456,"Oliver","Low","M"
457,"Leonard","Wong","M"
458,"James","Yip","M"
459,"Vicky","Ho","F"
460,"Michelle","Choo","F"
461,"Rachel","Tan","F"
462,"Tania","Chan","F"
463,"Susan","Low","F"
464,"Thomas","Chan","M"
465,"Janet","Ho","F"
466,"Ellen","Lee","F"
467,"Karen","Soh","F"
468,"Violet","Wong","F"
469,"Uma","Yip","F"
470,"Clara","Loh","F"
471,"Angela","Yeo","F"
472,"Elizabeth","Chan","F"
473,"Alex","Tan","M"
474,"Anna","Chan","F"
475,"Helen","Wong","F"
476,"Jean","Yeo","F"
477,"Jessica","Low","F"
478,"Ryan","Ng","M"
479,"Amanda","Chan","F"
480,"Vincent","Ho","M"
481,"Keith","Yeo","M"
482,"Magdalene","Choo","F"
483,"John","Soh","M"
484,"Patricia","Lee","F"
485,"Xena","Tan","F"
486,"Xander","Choo","M"
487,"Paul","Seah","M"
488,"William","Chan","M"
489,"Daniel","Ho","M"
490,"Percy","Seah","M"
491,"Keith","Seah","M"
492,"Bob","Chua","M"
493,"Bob","Ng","M"
494,"Oliver","Loh","M"
495,"Ivy","Tan","F"
496,"Sophie","Wong","F"
497,"Harry","Choo","M"
498,"Helen","Chua","F"
499,"Lawrence","Chua","M"
500,"Gloria","Chua","F"
501,"Wilma","Low","F"
502,"Rachel","Chua","F"
503,"Robert","Ng","M"
504,"Joe","Loh","M"
505,"Xander","Wong","M"
506,"Pearlyn","Lim","F"
507,"George","Seah","M"
508,"Ivy","Low","F"
509,"Diana","Lee","F"
510,"Ryan","Lim","M"
511,"Gary","Seah","M"
512,"Vicky","Chua","F"
513,"Xander","Lim","M"
514,"Alice","Loh","F"
515,"Uma","Low","F"
516,"Henry","Lee","M"
517,"Uma","Chan","F"
518,"Nancy","Yip","F"
519,"Natalie","Wong","F"
520,"Patricia","Ng","F"
521,"Alice","Ng","F"
522,"Julia","Seah","F"
523,"Shirley","Lim","F"
524,"Alice","Tan","F"
525,"Thomas","Chua","M"
526,"Wilma","Yeo","F"
527,"Sylvester","Chan","M"
528,"Grace","Ng","F"
529,"Clara","Lee","F"
530,"Amanda","Ho","F"
531,"Uma","Soh","F"
532,"Percy","Wong","M"
533,"Kathy","Soh","F"
534,"Grace","Ho","F"
535,"Leonard","Chan","M"
536,"Thomas","Yeo","M"
537,"Christopher","Loh","M"
538,"Jean","Lee","F"
539,"Magdalene","Seah","F"
540,"Catherine","Lim","F"
541,"Ruth","Chan","F"
542,"Cindy","Choo","F"
543,"Jennifer","Wong","F"
544,"Pearlyn","Yeo","F"
545,"Regina","Ho","F"
546,"Elizabeth","Low","F"
547,"Jacqueline","Yeo","F"
548,"Sylvester","Chua","M"
549,"Sylvester","Choo","M"
550,"Olinda","Loh","F"
551,"Natalie","Ng","F"
552,"David","Lim","M"
553,"Leonard","Wong","M"
554,"Charles","Loh","M"
555,"Elizabeth","Yip","F"
556,"Brenda","Chan","F"
557,"Helen","Ng","F"
558,"Lena","Seah","F"
559,"Ellen","Choo","F"
560,"Emily","Ng","F"
561,"Thomas","Ho","M"
562,"Roy","Chua","M"
563,"David","Low","M"
564,"Michael","Loh","M"
565,"Magdalene","Yeo","F"
566,"Mark","Lim","M"
567,"Keith","Lim","M"
568,"Lena","Choo","F"
569,"Elizabeth","Lim","F"
570,"Eugene","Loh","M"
571,"Joseph","Lee","M"
572,"Sylvester","Soh","M"
573,"Nancy","Lee","F"
574,"Ellen","Seah","F"
575,"Amanda","Seah","F"
576,"Gary","Lim","M"
577,"Mark","Chan","M"
578,"Ruth","Soh","F"
579,"Christopher","Loh","M"
580,"Sally","Tan","F"
581,"Pearlyn","Ho","F"
582,"Amanda","Ng","F"
583,"Olinda","Low","F"
584,"Roy","Choo","M"
585,"Janet","Choo","F"
586,"Manfred","Lim","M"
587,"Janet","Yeo","F"
588,"Oliver","Yeo","M"
589,"Grace","Seah","F"
590,"Isaac","Lim","M"
591,"Diana","Soh","F"
592,"Xena","Yeo","F"
593,"Bob","Ho","M"
594,"Charles","Wong","M"
595,"Michelle","Lim","F"
596,"Ruth","Yeo","F"
597,"George","Loh","M"
598,"Paul","Wong","M"
599,"Sylvester","Lee","M"
600,"Regina","Tan","F"
601,"Richard","Loh","M"
602,"Sally","Lee","F"
603,"Uma","Ng","F"
604,"Vincent","Lim","M"
605,"Lena","Yeo","F"
606,"Ruth","Wong","F"
607,"Alex","Ng","M"
608,"Isaac","Choo","M"
609,"Clara","Loh","F"
610,"Nancy","Chan","F"
611,"George","Chua","M"
612,"Norman","Yeo","M"
613,"Sylvester","Low","M"
614,"Thomas","Loh","M"
615,"Diana","Choo","F"
616,"Amanda","Ng","F"
617,"Michael","Choo","M"
618,"Zechary","Loh","M"
619,"Ruth","Yeo","F"
620,"Stanley","Tan","M"
621,"Grace","Loh","F"
622,"Felicity","Seah","F"
623,"Catherine","Ng","F"
624,"Gary","Lee","M"
625,"Uma","Loh","F"
626,"Kathy","Lee","F"
627,"David","Soh","M"
628,"Lena","Loh","F"
629,"William","Chua","M"
630,"Sylvester","Loh","M"
631,"Ivy","Low","F"
632,"Tania","Lim","F"
633,"Zoe","Ng","F"
634,"Patricia","Ng","F"
635,"Tania","Ng","F"
636,"Brenda","Chua","F"
637,"Julia","Yip","F"
638,"Manfred","Ho","M"
639,"Stanley","Chan","M"
640,"Zechary","Soh","M"
641,"Frank","Choo","M"
642,"Sally","Lee","F"
643,"Manfred","Soh","M"
644,"Elizabeth","Lim","F"
645,"Ellen","Ng","F"
646,"Oliver","Ho","M"
647,"John","Lim","M"
648,"Catherine","Lee","F"
649,"Joe","Tan","M"
650,"Alex","Chan","M"
651,"Joseph","Loh","M"
652,"Lena","Low","F"
653,"Lawrence","Tan","M"
654,"Kathy","Yeo","F"
655,"Ryan","Yeo","M"
656,"Grace","Soh","F"
657,"Rachel","Tan","F"
658,"Elizabeth","Yip","F"
659,"Jacqueline","Soh","F"
660,"Olinda","Lim","F"
661,"Brenda","Chua","F"
662,"Grace","Ho","F"
663,"Xena","Lee","F"
664,"Clara","Tan","F"
665,"George","Tan","M"
666,"Tania","Seah","F"
667,"Janet","Choo","F"
668,"Zechary","Ng","M"
669,"Patricia","Chua","F"
670,"John","Lee","M"
671,"Xena","Wong","F"
672,"Roger","Seah","M"
673,"Steven","Seah","M"
674,"James","Low","M"
675,"Susan","Lee","F"
676,"Elizabeth","Choo","F"
677,"Bob","Tan","M"
678,"John","Low","M"
679,"Terence","Lee","M"
680,"Daniel","Lee","M"
681,"Vincent","Tan","M"
682,"Clara","Chan","F"
683,"Gary","Chua","M"
684,"Regina","Choo","F"
685,"Shirley","Soh","F"
686,"Vicky","Choo","F"
687,"Regina","Lim","F"
688,"Keith","Ho","M"
689,"Norman","Soh","M"
690,"Zechary","Tan","M"
691,"Shirley","Ho","F"
692,"Robert","Ng","M"
693,"Leonard","Lee","M"
694,"Henry","Chan","M"
695,"Mark","Soh","M"
696,"Vicky","Yeo","F"
697,"Robert","Lim","M"
698,"Daniel","Seah","M"
699,"Brenda","Seah","F"
700,"Gary","Ho","M"
701,"Sylvester","Chua","M"
702,"Bob","Lim","M"
703,"Regina","Choo","F"
704,"William","Chan","M"
705,"Sophie","Lee","F"
706,"Karen","Lim","F"
707,"Patricia","Ho","F"
708,"Daniel","Lee","M"
709,"Lawrence","Ng","M"
710,"Gloria","Soh","F"
711,"Alice","Lee","F"
712,"Lena","Soh","F"
713,"Vicky","Low","F"
714,"Jean","Tan","F"
715,"Karen","Wong","F"
716,"Henry","Lee","M"
717,"Zoe","Chan","F"
718,"Grace","Soh","F"
719,"Susan","Wong","F"
720,"Keith","Chua","M"
721,"Zechary","Choo","M"
722,"Jessica","Loh","F"
723,"Tania","Lee","F"
724,"Kathy","Seah","F"
725,"Cindy","Soh","F"
726,"Sally","Chan","F"
727,"Rachel","Lee","F"
728,"Roy","Ho","M"
729,"Patricia","Low","F"
730,"Ryan","Yip","M"
731,"Isaac","Loh","M"
732,"Violet","Ng","F"
733,"Olinda","Low","F"
734,"Sally","Soh","F"
735,"Jennifer","Soh","F"
736,"Frank","Choo","M"
737,"Nancy","Lim","F"
738,"Keith","Yip","M"
739,"Elizabeth","Yip","F"
740,"Karen","Chua","F"
741,"Brenda","Ho","F"
742,"Jessica","Lee","F"
743,"Manfred","Tan","M"
744,"Regina","Tan","F"
745,"David","Choo","M"
746,"Elizabeth","Seah","F"
747,"Wilma","Lim","F"
748,"Natalie","Ho","F"
749,"Cindy","Wong","F"
750,"Oliver","Yip","M"
751,"Roger","Choo","M"
752,"Shirley","Chua","F"
753,"Alice","Low","F"
754,"Isaac","Seah","M"
755,"Gloria","Chua","F"
756,"Janet","Loh","F"
757,"Jean","Tan","F"
758,"Ryan","Loh","M"
759,"Daniel","Seah","M"
760,"Kathy","Yip","F"
761,"Helen","Low","F"
762,"Clara","Low","F"
763,"Leonard","Choo","M"
764,"Amanda","Lee","F"
765,"Alice","Wong","F"
766,"George","Tan","M"
767,"William","Chua","M"
768,"Regina","Chan","F"
769,"William","Low","M"
770,"Eugene","Wong","M"
771,"Gloria","Chua","F"
772,"Xena","Ho","F"
773,"Lawrence","Ho","M"
774,"Nancy","Chan","F"
775,"Angela","Ho","F"
776,"Jean","Chua","F"
777,"Sophie","Yip","F"
778,"Leonard","Ng","M"
779,"Daniel","Seah","M"
780,"Susan","Ng","F"
781,"Elizabeth","Yip","F"
782,"Michelle","Low","F"
783,"Alex","Choo","M"
784,"John","Loh","M"
785,"Catherine","Chan","F"
786,"Henry","Yip","M"
787,"Vicky","Low","F"
788,"Felicity","Ng","F"
789,"Stanley","Chua","M"
790,"Janet","Soh","F"
791,"Ryan","Yeo","M"
792,"Timothy","Chua","M"
793,"Janet","Lim","F"
794,"Nicholas","Wong","M"
795,"Patricia","Tan","F"
796,"Nicholas","Soh","M"
797,"Vicky","Choo","F"
798,"Steven","Low","M"
799,"Richard","Tan","M"
800,"Magdalene","Lim","F"
801,"Isaac","Lee","M"
802,"Charles","Soh","M"
803,"Stanley","Yeo","M"
804,"Ruth","Chan","F"
805,"Brenda","Ho","F"
806,"Zoe","Soh","F"
807,"Roger","Ng","M"
808,"Regina","Seah","F"
809,"Patricia","Ng","F"
810,"Ellen","Ng","F"
811,"Diana","Tan","F"
812,"Mark","Yip","M"
813,"Mark","Ho","M"
814,"Natalie","Chan","F"
815,"Elliot","Choo","M"
816,"John","Loh","M"
817,"Joe","Yeo","M"
818,"Zechary","Chua","M"
819,"Gloria","Ho","F"
820,"Gloria","Yip","F"
821,"Steven","Yeo","M"
822,"Regina","Choo","F"
823,"Karen","Chua","F"
824,"Christopher","Lim","M"
825,"Alice","Loh","F"
826,"Roger","Chua","M"
827,"Henry","Seah","M"
828,"Lawrence","Ho","M"
829,"Stanley","Ng","M"
830,"Ellen","Lim","F"
831,"Anna","Chua","F"
832,"Lena","Lim","F"
833,"Gloria","Loh","F"
834,"Norman","Tan","M"
835,"Tania","Ho","F"
836,"Keith","Lee","M"
837,"Brenda","Chua","F"
838,"Magdalene","Yip","F"
839,"Isaac","Tan","M"
840,"Ryan","Low","M"
841,"Julia","Low","F"
842,"Sally","Ng","F"
843,"Mark","Ng","M"
844,"Cindy","Chua","F"
845,"Janet","Ng","F"
846,"John","Ho","M"
847,"Patricia","Lim","F"
848,"William","Seah","M"
849,"Lawrence","Chua","M"
850,"Ellen","Yeo","F"
851,"Timothy","Chan","M"
852,"Keith","Low","M"
853,"Christopher","Tan","M"
854,"Gary","Lee","M"
855,"Ryan","Loh","M"
856,"Harry","Yeo","M"
857,"Uma","Yip","F"
858,"Sylvester","Chan","M"
859,"Isaac","Seah","M"
860,"Elliot","Chan","M"
861,"Helen","Yeo","F"
862,"Amanda","Yip","F"
863,"Emily","Chan","F"
864,"David","Tan","M"
865,"Jean","Tan","F"
866,"Steven","Lim","M"
867,"Christopher","Choo","M"
868,"Violet","Ho","F"
869,"Christopher","Ng","M"
870,"Natalie","Lee","F"
871,"Elizabeth","Yip","F"
872,"Alex","Low","M"
873,"Jessica","Loh","F"
874,"Timothy","Wong","M"
875,"Charles","Lee","M"
876,"Joseph","Lim","M"
877,"Roy","Wong","M"
878,"George","Wong","M"
879,"Thomas","Yeo","M"
880,"Vicky","Choo","F"
881,"Michelle","Low","F"
882,"Ellen","Chan","F"
883,"Keith","Lee","M"
884,"Ivy","Soh","F"
885,"Timothy","Tan","M"
886,"Angela","Loh","F"
887,"Ruth","Loh","F"
888,"Clara","Yip","F"
889,"Bob","Choo","M"
890,"Janet","Yeo","F"
891,"Nancy","Yeo","F"
892,"Anna","Soh","F"
893,"Sally","Wong","F"
894,"Cindy","Chan","F"
895,"Joseph","Low","M"
896,"Charles","Yeo","M"
897,"Queenie","Ng","F"
898,"Xander","Lim","M"
899,"Timothy","Yeo","M"
900,"Ruth","Chua","F"
901,"Wilma","Soh","F"
902,"Pearlyn","Ng","F"
903,"Xander","Chan","M"
904,"Keith","Ng","M"
905,"Diana","Ho","F"
906,"Queenie","Yip","F"
907,"Janet","Lim","F"
908,"Ellen","Low","F"
909,"Queenie","Tan","F"
910,"Rachel","Wong","F"
911,"Manfred","Yeo","M"
912,"Stanley","Choo","M"
913,"Vincent","Yip","M"
914,"Timothy","Tan","M"
915,"Jean","Ho","F"
916,"Sally","Choo","F"
917,"William","Wong","M"
918,"Clara","Yeo","F"
919,"Gary","Wong","M"
920,"Jennifer","Chan","F"
921,"Frank","Lim","M"
922,"Ryan","Lim","M"
923,"Jacqueline","Yeo","F"
924,"Leonard","Ho","M"
925,"Nicholas","Chan","M"
926,"Ellen","Yeo","F"
927,"Rachel","Chua","F"
928,"Vincent","Tan","M"
929,"John","Soh","M"
930,"Robert","Low","M"
931,"Jennifer","Choo","F"
932,"Catherine","Ng","F"
933,"Terence","Yeo","M"
934,"Catherine","Soh","F"
935,"Zoe","Seah","F"
936,"Manfred","Seah","M"
937,"James","Low","M"
938,"Jacqueline","Wong","F"
939,"Uma","Lee","F"
940,"George","Loh","M"
941,"Magdalene","Yip","F"
942,"Charles","Yip","M"
943,"Jacqueline","Ho","F"
944,"David","Soh","M"
945,"Oliver","Yip","M"
946,"Clara","Chan","F"
947,"Kathy","Chan","F"
948,"Jean","Yip","F"
949,"Karen","Lee","F"
950,"Lawrence","Ho","M"
951,"Charles","Lim","M"
952,"Julia","Seah","F"
953,"Alice","Loh","F"
954,"Gary","Lee","M"
955,"Paul","Yip","M"
956,"William","Choo","M"
957,"Frank","Chua","M"
958,"Shirley","Ng","F"
959,"Pearlyn","Lee","F"
960,"Thomas","Lim","M"
961,"Oliver","Soh","M"
962,"Queenie","Yip","F"
963,"Timothy","Loh","M"
